Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer State,Customer City,Customer Zip Code,Order ID
Wine,Coca-Cola,Alcoholic,909,5479,1858,3621,2020-09-17,Justin Arnold,New York,Curtischester,08882,1-77604-581-5
Black Tea,Pepsi,Tea,255,6902,7610,-708,2020-09-07,Erica Wolf,Idaho,Morganburgh,08944,0-333-13749-3
Beer,Coca-Cola,Alcoholic,231,2494,7494,-5000,2021-03-16,Charles Ward,Rhode Island,Summersfurt,50736,1-01-947990-6
Energy Drink,Dr. Pepper,Soft Drink,830,4057,2975,1082,2022-04-21,Kelly Williamson,Connecticut,Thomasmouth,98912,1-79404-233-4
Vodka,Pepsi,Alcoholic,512,3750,1388,2362,2022-09-30,Amanda Cardenas,Iowa,East Kayla,79233,1-181-22404-7
Cola,Dr. Pepper,Soft Drink,519,8114,1608,6506,2021-06-17,Nicole Austin,New Mexico,New Tabitha,30195,1-61734-702-7
Vodka,Pepsi,Alcoholic,434,4544,3555,989,2020-03-05,Jonathan Sawyer,Colorado,West Gregory,97381,1-81403-406-4
Cola,Coca-Cola,Soft Drink,942,9350,1382,7968,2022-07-26,Howard Roberts,Wyoming,North Linda,28875,0-7002-7456-1
Green Tea,Coca-Cola,Tea,590,7767,4381,3386,2020-10-15,Jaime Thompson,Rhode Island,West Shirley,71892,1-5058-0558-9
Black Tea,Pepsi,Tea,110,2426,6427,-4001,2020-12-03,Jeffrey Stone,Minnesota,Johnsonborough,32163,0-9616311-9-8
Herbal Tea,Dr. Pepper,Tea,688,9876,5014,4862,2020-03-22,Dr. Darren Barr,Kentucky,South Priscilla,73020,0-10-777579-4
Energy Drink,Pepsi,Soft Drink,466,8891,2459,6432,2021-12-22,Edward Jefferson,Texas,New Christian,70148,1-183-63539-7
Wine,Dr. Pepper,Alcoholic,784,2135,4394,-2259,2021-09-08,Anita Hudson,Mississippi,Ronaldmouth,19817,0-485-12147-6
Wine,Coca-Cola,Alcoholic,484,8311,3113,5198,2023-07-09,Sara Thompson,Iowa,Sanchezchester,15975,1-76029-495-0
Wine,Pepsi,Alcoholic,901,3819,7130,-3311,2021-07-22,William Joseph,Colorado,Brittanyview,02874,0-493-29223-3
Black Tea,Dr. Pepper,Tea,160,7770,2679,5091,2020-08-23,Amy Kramer,Hawaii,Christinafort,37707,1-5336-4057-2
Energy Drink,Pepsi,Soft Drink,339,1478,3100,-1622,2020-08-31,Jesus Williams,Maine,Port Heatherburgh,81604,1-4196-1290-5
Cola,Pepsi,Soft Drink,834,4723,4383,340,2020-12-08,Nichole Fleming,Nebraska,East Stephen,29730,0-410-19574-X
Cola,Coca-Cola,Soft Drink,431,7666,5486,2180,2021-03-23,Justin Moore,Nevada,West Amy,21052,1-76107-883-6
Coffee,Coca-Cola,Coffee,346,6352,7807,-1455,2021-04-04,Jennifer Butler,North Dakota,North Michele,83793,1-86597-876-0
Energy Drink,Dr. Pepper,Soft Drink,415,1362,3952,-2590,2020-07-05,Charles Farrell,Michigan,Beltranmouth,04977,1-968751-98-X
Cola,Pepsi,Soft Drink,231,4556,1359,3197,2021-12-10,Robert Salas,Colorado,South Derrick,71009,1-74325-520-9
Energy Drink,Pepsi,Soft Drink,697,2881,1180,1701,2020-10-03,Glenda Smith,South Carolina,New Jasonberg,58509,1-172-53848-4
Cola,Pepsi,Soft Drink,599,8244,6518,1726,2021-08-31,Kayla Brooks,Montana,West April,99560,0-208-09832-1
Cola,Coca-Cola,Soft Drink,577,4690,5384,-694,2020-09-14,Dominique Rodriguez,Maryland,Amberberg,82458,1-55109-407-X
Green Tea,Dr. Pepper,Tea,545,6277,3201,3076,2020-09-14,Joseph King,Connecticut,Charlesshire,29417,0-271-65701-4
Wine,Pepsi,Alcoholic,512,8928,2231,6697,2023-06-27,Taylor Hicks DVM,Tennessee,Smithton,89251,0-7870-9724-1
Herbal Tea,Dr. Pepper,Tea,918,1001,1218,-217,2023-01-07,Elizabeth Kim,Wisconsin,Port Brittany,67355,0-414-08904-9
Beer,Pepsi,Alcoholic,137,6623,1380,5243,2022-02-07,Melissa Alexander,Arizona,Karlaburgh,34985,0-8465-5848-3
Green Tea,Dr. Pepper,Tea,555,2445,1656,789,2023-01-24,Robert Weaver,New Hampshire,Gailfurt,78399,1-5199-0999-3
Lemonade,Coca-Cola,Soft Drink,183,9760,4866,4894,2021-12-09,Courtney Williams,Texas,West Charles,68080,1-347-13064-0
Beer,Pepsi,Alcoholic,350,6617,5100,1517,2021-04-28,Yolanda Williams,Virginia,West Mary,57630,0-7257-1739-4
Herbal Tea,Coca-Cola,Tea,224,5549,703,4846,2022-06-02,Bethany Hale,Tennessee,Matthewfurt,28734,1-63124-884-7
Beer,Dr. Pepper,Alcoholic,588,7391,3781,3610,2021-02-09,Don Shea,Mississippi,Zacharyshire,56192,0-490-29707-2
Green Tea,Pepsi,Tea,878,5173,7575,-2402,2020-07-02,Jessica Hart,New Jersey,Lake Jessicachester,65650,1-02-601789-0
Beer,Coca-Cola,Alcoholic,285,3051,5727,-2676,2020-06-02,Tiffany Freeman,Nevada,Lisatown,89616,1-953767-60-5
Beer,Dr. Pepper,Alcoholic,577,6399,6474,-75,2021-03-31,Warren Burton,Missouri,Port Lauren,46928,1-899790-64-0
Beer,Coca-Cola,Alcoholic,581,6310,6526,-216,2020-08-23,Kenneth Horn,Nevada,Tinamouth,30100,0-662-34240-2
Beer,Pepsi,Alcoholic,245,1198,6691,-5493,2020-06-03,Ricky Todd,Massachusetts,East Alexander,51364,1-03-288037-6
Coffee,Dr. Pepper,Coffee,673,9006,6925,2081,2022-03-28,Emily Parker,Illinois,Amyfurt,89199,1-7385839-1-0
Black Tea,Pepsi,Tea,766,5249,6587,-1338,2021-01-04,Tara Mitchell,Virginia,Rogersbury,04429,1-4739-4475-9
Green Tea,Dr. Pepper,Tea,209,6976,7508,-532,2023-06-29,Tiffany Wiggins,New Mexico,South Jessica,66244,0-8128-0797-9
Green Tea,Pepsi,Tea,615,8113,6851,1262,2022-02-18,Joyce Perez,North Dakota,Port Theresaland,19455,1-03-348514-4
Green Tea,Coca-Cola,Tea,796,3995,4105,-110,2023-07-15,Clarence Ortiz,Hawaii,Williamview,51450,1-992643-19-9
Wine,Coca-Cola,Alcoholic,804,5288,4816,472,2020-01-29,Elizabeth Leach,Iowa,Lake Joseville,06192,0-623-65380-X
Lemonade,Dr. Pepper,Soft Drink,174,8991,5168,3823,2021-06-04,Kevin Johnson,Montana,East Danielle,01310,1-68689-583-6
Beer,Coca-Cola,Alcoholic,324,5100,6260,-1160,2020-03-12,Manuel Johnson,New Hampshire,West Michael,50294,1-933794-01-1
Wine,Coca-Cola,Alcoholic,373,5633,6440,-807,2020-03-26,Kelly West,Alaska,East Kathleenmouth,84323,1-01-257474-1
Vodka,Pepsi,Alcoholic,642,4220,1869,2351,2022-12-11,John Chandler,Washington,Michaelborough,84667,1-04-555559-2
Wine,Pepsi,Alcoholic,799,2423,6603,-4180,2022-09-21,Michael Ramirez,Kansas,Codymouth,26505,1-55388-872-3
Cola,Pepsi,Soft Drink,923,3603,1725,1878,2021-09-07,Christopher Barajas,Iowa,Princeborough,96800,0-694-50369-X
Vodka,Pepsi,Alcoholic,147,1739,3240,-1501,2022-02-06,Dennis Sanchez,Louisiana,Penningtonville,59420,0-223-47234-4
Cola,Coca-Cola,Soft Drink,737,4355,4854,-499,2022-03-23,Kyle Schmidt,Washington,New Joseph,67363,0-598-22671-0
Energy Drink,Dr. Pepper,Soft Drink,335,1916,7378,-5462,2020-12-29,Jeremy Peters,Ohio,New Matthewchester,85794,0-436-02395-4
Cola,Dr. Pepper,Soft Drink,591,3613,5535,-1922,2022-06-10,Julie Carrillo,Idaho,Andrewbury,05339,1-4096-6142-3
Green Tea,Coca-Cola,Tea,567,1970,1149,821,2021-09-11,Miguel Allen,Delaware,Escobarmouth,20011,0-336-60400-9
Vodka,Dr. Pepper,Alcoholic,854,7641,3370,4271,2020-01-20,Bradley Cain,South Dakota,East Jessica,50797,1-84500-864-2
Cola,Pepsi,Soft Drink,236,9143,516,8627,2022-12-28,Kevin Dominguez,Arkansas,Loriborough,94233,1-01-135309-1
Herbal Tea,Coca-Cola,Tea,284,3923,4282,-359,2022-01-17,Alexander Mullins,Nebraska,North Teresaview,83337,1-118-22855-3
Herbal Tea,Coca-Cola,Tea,509,4501,5284,-783,2022-07-23,Sabrina Campbell,Arkansas,South Tyler,50933,0-8063-9221-5
Green Tea,Dr. Pepper,Tea,855,8339,3540,4799,2023-02-02,Carolyn Williams,Tennessee,West Douglasside,36925,0-386-00677-6
Green Tea,Pepsi,Tea,369,5555,7770,-2215,2020-08-02,Leslie Valdez,Indiana,New Michael,73115,0-327-61024-7
Energy Drink,Dr. Pepper,Soft Drink,434,1955,1011,944,2023-07-22,Kimberly Lopez,Maryland,Port Anthony,08854,1-387-74940-4
Lemonade,Coca-Cola,Soft Drink,456,7574,564,7010,2022-12-01,Shelly Kim,Maryland,Beckville,48101,0-658-70806-6
Vodka,Coca-Cola,Alcoholic,334,6265,7339,-1074,2022-06-26,Daniel Harper,South Dakota,Kathystad,30798,1-989143-21-0
Green Tea,Pepsi,Tea,359,3675,2650,1025,2022-09-05,Christina Luna,New Mexico,Carrollchester,06357,1-902331-68-0
Black Tea,Pepsi,Tea,167,1627,3602,-1975,2023-03-31,Molly Carr,Illinois,South Shawnmouth,55544,0-935474-04-8
Beer,Pepsi,Alcoholic,325,1098,5657,-4559,2021-01-16,Thomas Wagner,Kentucky,Garrettview,81619,1-4576-9821-8
Vodka,Dr. Pepper,Alcoholic,934,2437,769,1668,2020-05-17,Bradley Lopez,Mississippi,Lucashaven,82946,0-13-217481-2
Herbal Tea,Dr. Pepper,Tea,531,3456,5679,-2223,2020-11-07,Stacy Davis,New Mexico,West Janiceview,85378,0-87909-310-2
Lemonade,Dr. Pepper,Soft Drink,213,6896,3473,3423,2022-08-26,Shelly Sanford,Oklahoma,Stanleyland,58186,0-406-39790-2
Green Tea,Coca-Cola,Tea,124,5904,2654,3250,2022-02-06,Timothy Harvey,Massachusetts,Lake Theresaberg,61687,1-4187-8119-3
Herbal Tea,Coca-Cola,Tea,282,7462,6228,1234,2020-03-12,Rebecca Perkins,South Carolina,Lake Jeanland,99869,0-11-801092-1
Vodka,Coca-Cola,Alcoholic,195,4791,4292,499,2023-05-31,Rachel Rivera,Louisiana,Amymouth,65691,0-313-97016-5
Energy Drink,Dr. Pepper,Soft Drink,821,2609,2816,-207,2023-01-15,Joseph Giles,Delaware,North Evelyn,20005,0-209-00595-5
Lemonade,Coca-Cola,Soft Drink,732,1987,6946,-4959,2022-01-06,Justin Allen,Alabama,Millerland,05422,0-336-32504-5
Wine,Pepsi,Alcoholic,574,1310,1287,23,2022-08-10,Cameron Mcgee,Vermont,Michaelmouth,05441,0-210-51742-5
Wine,Dr. Pepper,Alcoholic,771,3902,7670,-3768,2020-05-24,Michael Long,Nebraska,Port Jason,99716,0-87355-397-7
Black Tea,Pepsi,Tea,697,8287,985,7302,2020-08-17,Danielle Lee,South Carolina,Port Tammy,51279,1-4226-4781-1
Energy Drink,Pepsi,Soft Drink,796,5936,1191,4745,2023-01-16,Nathan Braun,Utah,Garrettview,21109,0-692-31361-3
Wine,Coca-Cola,Alcoholic,962,1854,3394,-1540,2022-01-30,Bruce James,New Mexico,North Jasonport,96841,0-16-773737-6
Cola,Coca-Cola,Soft Drink,984,3494,4032,-538,2021-07-09,Mark Wood,New Jersey,Lake Rachel,76589,1-321-17539-6
Herbal Tea,Coca-Cola,Tea,373,5076,3597,1479,2022-06-06,Andrew Lane,Rhode Island,South Omarchester,73100,0-678-81213-6
Vodka,Coca-Cola,Alcoholic,596,2555,1898,657,2021-01-10,Tyler Mckinney,Alaska,Gardnerberg,54986,0-555-70974-4
Black Tea,Dr. Pepper,Tea,721,9220,769,8451,2022-06-19,Steven Young,Oklahoma,North Jimmyfort,39739,0-9792487-4-4
Wine,Dr. Pepper,Alcoholic,406,4348,1978,2370,2021-07-12,Hunter Hernandez MD,Illinois,Lake Patricia,03783,0-640-11891-7
Lemonade,Coca-Cola,Soft Drink,344,6011,3676,2335,2021-11-10,Hannah Cooper,Georgia,Jefferyhaven,58087,0-89879-713-6
Black Tea,Coca-Cola,Tea,295,2579,718,1861,2022-12-19,Gloria Shields,Colorado,West Jacob,87077,0-417-47166-1
Energy Drink,Dr. Pepper,Soft Drink,796,6019,6520,-501,2020-12-23,Heather Davis,South Carolina,North Chadshire,30746,1-72562-748-5
Black Tea,Coca-Cola,Tea,417,2834,2517,317,2020-02-03,James Jordan,South Carolina,Michaelbury,37011,1-371-17159-9
Energy Drink,Pepsi,Soft Drink,395,2165,4397,-2232,2022-11-19,Melissa Davis,Massachusetts,Lake Deanna,29490,1-134-97374-8
Lemonade,Dr. Pepper,Soft Drink,334,2056,892,1164,2022-08-23,Kenneth Rogers,New Jersey,Lake Dana,25506,0-8216-0863-0
Black Tea,Coca-Cola,Tea,321,7804,2776,5028,2020-02-18,Robert Howard,Alaska,West Rebeccabury,82808,1-922639-50-8
Vodka,Dr. Pepper,Alcoholic,162,3607,2751,856,2021-04-10,Miranda Vaughn,Maine,West Ronaldberg,33971,1-879104-62-8
Green Tea,Dr. Pepper,Tea,733,6716,3428,3288,2020-05-17,Matthew Thomas,Hawaii,North Danielle,15735,1-59822-291-0
Beer,Pepsi,Alcoholic,526,5874,2717,3157,2020-02-23,Ariel Morrison,Minnesota,Tonyafurt,99845,0-273-75793-8
Cola,Pepsi,Soft Drink,948,6582,1917,4665,2020-09-12,Megan Phillips,Iowa,Port Tracy,06100,0-599-76625-5
Black Tea,Coca-Cola,Tea,371,5976,2890,3086,2021-10-06,Ivan Smith,North Carolina,Katietown,48332,0-378-23731-4
Cola,Coca-Cola,Soft Drink,141,5715,2989,2726,2021-05-23,James Farmer,Iowa,Lake Sharon,68048,0-396-23657-X
Cola,Dr. Pepper,Soft Drink,426,2489,1271,1218,2021-11-01,Mark Ferguson,Maryland,Greenebury,73091,1-932341-01-3
Vodka,Pepsi,Alcoholic,163,7688,2124,5564,2021-06-19,Kimberly Sanchez,Arkansas,Lake Erica,70416,0-911899-28-6
Lemonade,Pepsi,Soft Drink,934,6022,2334,3688,2022-04-28,Megan Wheeler,Connecticut,Kellyside,01361,1-871581-58-3
Lemonade,Coca-Cola,Soft Drink,495,4340,1039,3301,2021-07-30,Tina Nelson,Rhode Island,New Jeffreyshire,43884,0-7637-4413-1
Wine,Pepsi,Alcoholic,648,9631,2631,7000,2022-11-15,Elizabeth Cox,Hawaii,Brendastad,31989,0-13-703823-2
Vodka,Pepsi,Alcoholic,147,1944,5721,-3777,2022-12-18,Kyle Lane,Minnesota,Jameshaven,36832,0-600-92922-1
Vodka,Coca-Cola,Alcoholic,297,5953,5749,204,2020-06-24,Andrew Morgan,Utah,Williamborough,25331,1-00-693495-2
Lemonade,Coca-Cola,Soft Drink,194,2678,1906,772,2022-03-04,Christina Frazier,Vermont,Howardmouth,72510,1-5317-1217-7
Green Tea,Dr. Pepper,Tea,478,2598,7930,-5332,2021-06-12,Jennifer Smith,Michigan,Caldwellhaven,19549,1-4357-1204-8
Energy Drink,Coca-Cola,Soft Drink,289,8836,2991,5845,2020-05-12,Brittany Howe,Georgia,Brownview,03710,0-639-24642-7
Lemonade,Coca-Cola,Soft Drink,366,1276,1498,-222,2021-09-08,James Brown,Wyoming,Youngland,83588,1-9733-1665-X
Cola,Coca-Cola,Soft Drink,796,1937,6875,-4938,2021-08-01,Kelsey Barker,Delaware,Melindaland,02938,0-9873759-8-9
Coffee,Pepsi,Coffee,263,7658,3617,4041,2020-07-08,Sean Baker,Iowa,Lake Aprilfort,26757,0-215-88235-0
Lemonade,Coca-Cola,Soft Drink,221,8102,851,7251,2020-08-09,Michael Garcia,Michigan,Port Loriborough,44539,0-9870475-5-8
Vodka,Coca-Cola,Alcoholic,384,1504,4330,-2826,2020-12-31,William Middleton,Texas,East Laurachester,96789,0-8423-3992-2
Herbal Tea,Pepsi,Tea,650,8433,4353,4080,2020-09-29,Christine Munoz,Oklahoma,Andersonport,27587,0-522-42473-2
Cola,Coca-Cola,Soft Drink,800,8301,2961,5340,2023-04-01,Rachel Adkins,West Virginia,Angelamouth,97037,0-7366-6540-4
Herbal Tea,Coca-Cola,Tea,467,3775,2538,1237,2022-05-18,Megan Chandler,Minnesota,West Ashleymouth,06318,0-227-77772-7
Black Tea,Dr. Pepper,Tea,130,2440,674,1766,2020-05-07,Barbara Sullivan,South Carolina,Donaldport,03763,1-72856-281-3
Lemonade,Dr. Pepper,Soft Drink,216,3224,7376,-4152,2021-01-17,Patrick Harding,Minnesota,Cookshire,84027,1-78695-363-3
Herbal Tea,Dr. Pepper,Tea,154,7016,4862,2154,2022-09-17,Todd Rogers,Nevada,Port Shelley,02827,0-05-948353-9
Herbal Tea,Pepsi,Tea,856,1067,7451,-6384,2022-11-22,Alison Johnson,Hawaii,Collinschester,59840,0-347-97146-6
Vodka,Dr. Pepper,Alcoholic,189,9251,877,8374,2021-11-23,Cassandra Boyer,Pennsylvania,New Adambury,46870,1-78718-121-9
Coffee,Coca-Cola,Coffee,443,2792,4608,-1816,2022-01-28,Allison Watts,New York,Lake Jeannechester,96797,1-4789-0286-8
Cola,Coca-Cola,Soft Drink,682,5800,3302,2498,2022-08-29,Leslie Flowers,Colorado,East Marymouth,02830,0-475-96483-7
Energy Drink,Dr. Pepper,Soft Drink,682,3237,2269,968,2021-12-12,Brittany Rose,Rhode Island,Port Meganville,47253,1-59256-049-0
Green Tea,Pepsi,Tea,265,4644,1177,3467,2021-06-08,Veronica Carson,Connecticut,Port Sandraborough,66795,1-281-94424-6
Energy Drink,Pepsi,Soft Drink,166,7463,541,6922,2023-04-26,Willie Davis,Minnesota,West Michael,29762,1-9797-3183-7
Green Tea,Coca-Cola,Tea,806,6495,4561,1934,2022-04-06,Tamara Strickland,South Dakota,New Brandon,20027,0-18-628593-0
Vodka,Pepsi,Alcoholic,360,7394,4509,2885,2022-03-04,Jerry Howard,Oklahoma,New Danielton,52507,0-8162-2212-6
Beer,Dr. Pepper,Alcoholic,470,8081,687,7394,2020-01-11,Diane Hill,Mississippi,Julietown,03272,0-514-72101-4
Green Tea,Pepsi,Tea,847,1855,5976,-4121,2022-04-14,Mark Garcia,Georgia,Murphybury,72704,0-07-232332-9
Lemonade,Dr. Pepper,Soft Drink,408,2032,3117,-1085,2020-11-28,Patrick Stout,Utah,Justinside,05479,0-906253-53-5
Herbal Tea,Dr. Pepper,Tea,974,6420,7175,-755,2020-10-28,Amy Bean,New Jersey,Timothyport,97325,1-7360367-7-7
Green Tea,Coca-Cola,Tea,743,3003,4878,-1875,2021-08-30,Mrs. Jill Vargas,Iowa,Lake Michael,04790,1-237-93406-0
Wine,Coca-Cola,Alcoholic,540,3390,6665,-3275,2021-07-11,Robert White,Mississippi,East Shannonburgh,72638,1-9826-7359-1
Beer,Pepsi,Alcoholic,376,8557,4365,4192,2022-09-05,Raymond Hudson,Alabama,East Charlesberg,68044,0-350-70456-2
Wine,Pepsi,Alcoholic,786,9349,3938,5411,2021-09-29,Linda Smith,Minnesota,North Christina,59721,1-02-711576-4
Wine,Coca-Cola,Alcoholic,907,7252,5897,1355,2021-10-30,Leah Roy,Louisiana,Lake Erin,08465,1-289-00909-0
Black Tea,Coca-Cola,Tea,671,8533,3667,4866,2020-08-19,Chloe Hopkins,Ohio,Thomasborough,57705,1-328-20922-9
Energy Drink,Pepsi,Soft Drink,848,2712,652,2060,2020-03-07,Mary Pope,Oklahoma,South Lisaton,39695,1-214-61663-1
Black Tea,Coca-Cola,Tea,261,7376,5982,1394,2021-09-09,David Anderson,Ohio,Thomasberg,59852,1-09-707688-1
Coffee,Coca-Cola,Coffee,233,6192,1220,4972,2023-05-11,Brittany Ayala,Massachusetts,Brittanyburgh,83003,0-221-67325-3
Energy Drink,Dr. Pepper,Soft Drink,446,7834,5152,2682,2022-07-25,Elizabeth Hardy,Rhode Island,Reynoldston,55114,0-618-02248-1
Beer,Dr. Pepper,Alcoholic,484,1078,2761,-1683,2023-07-07,Dr. Dawn Mendoza,New York,Stevenstown,85700,0-9702844-1-1
Beer,Coca-Cola,Alcoholic,208,7167,6518,649,2023-06-20,David Cantrell,Kentucky,Wallacehaven,08635,0-7961-6161-5
Energy Drink,Dr. Pepper,Soft Drink,262,4536,1973,2563,2022-03-27,Amanda Smith,Maryland,North Elizabethtown,13563,1-320-97040-0
Vodka,Coca-Cola,Alcoholic,990,8064,1076,6988,2022-10-05,Christopher Novak,Arizona,West James,68050,0-912413-49-2
Green Tea,Pepsi,Tea,663,8496,3793,4703,2020-08-11,Keith Wilcox,Nebraska,North Daniel,97743,0-626-51314-6
Herbal Tea,Dr. Pepper,Tea,782,5432,1189,4243,2020-10-23,James Williams,Georgia,East Jenniferberg,99566,1-85386-075-1
Green Tea,Dr. Pepper,Tea,999,6379,6299,80,2022-06-20,Alexandra Rogers,Hawaii,New Gregory,89010,0-490-22748-1
Wine,Pepsi,Alcoholic,194,8205,4503,3702,2022-04-08,Jeremy Guerrero,Pennsylvania,Grosstown,98911,1-01-583578-3
Energy Drink,Dr. Pepper,Soft Drink,170,7749,1532,6217,2021-03-29,David White,Connecticut,Jeffreyhaven,01619,1-5011-1680-0
Lemonade,Pepsi,Soft Drink,881,1400,7055,-5655,2021-01-13,Mark Alvarez,Kentucky,South Sharonshire,02873,1-01-450742-1
Coffee,Coca-Cola,Coffee,741,2961,2708,253,2022-07-04,William Parsons,Kansas,Lake Melissaburgh,97869,1-4202-0917-5
Green Tea,Pepsi,Tea,304,1321,611,710,2022-03-16,Jeffrey Schmidt,Maryland,East Cory,84253,1-202-80015-7
Vodka,Coca-Cola,Alcoholic,463,4982,7049,-2067,2020-05-10,Lindsey Huff,West Virginia,Lake Crystal,98420,0-03-624345-0
Coffee,Coca-Cola,Coffee,381,9348,3791,5557,2022-10-20,Bryan Lin,Montana,Dylanstad,35629,0-933251-50-5
Energy Drink,Dr. Pepper,Soft Drink,911,4678,4116,562,2022-06-25,Nicole Le,New York,Sandrafurt,80398,1-71006-978-3
Green Tea,Dr. Pepper,Tea,967,1457,3018,-1561,2021-05-03,Karla Garcia,Nebraska,East Nicholas,21270,1-917592-72-8
Beer,Coca-Cola,Alcoholic,187,2015,531,1484,2021-02-05,James Short,Illinois,Marychester,78791,0-9648585-5-X
Vodka,Pepsi,Alcoholic,344,4439,7073,-2634,2020-05-23,Michelle Johnson,Texas,West Margaretborough,67013,0-633-48737-6
Lemonade,Dr. Pepper,Soft Drink,240,5573,3189,2384,2021-02-20,Sara Boyd,Tennessee,Audreystad,83674,0-03-741700-2
Herbal Tea,Pepsi,Tea,763,9441,1845,7596,2021-09-30,Tracy Turner,Nevada,Johnside,54538,0-00-612209-4
Wine,Pepsi,Alcoholic,271,2889,7678,-4789,2022-11-12,Christina Hayes,South Carolina,East Ann,58792,1-80541-470-4
Green Tea,Pepsi,Tea,802,1699,7871,-6172,2023-01-12,Kyle Smith,California,Port Travis,20019,1-101-92102-1
Green Tea,Coca-Cola,Tea,561,7778,4679,3099,2023-03-19,Thomas Sanders,Montana,New Robert,96739,1-80009-227-X
Wine,Coca-Cola,Alcoholic,147,1306,5203,-3897,2021-09-04,Ann Davis,Kansas,Thomasland,18812,1-348-48696-1
Vodka,Dr. Pepper,Alcoholic,145,4988,3722,1266,2021-03-03,Connie Williams,Alabama,South Melissa,20017,1-60251-568-9
Beer,Coca-Cola,Alcoholic,669,4560,4827,-267,2022-12-25,Jacob Edwards,Connecticut,Hicksstad,26082,0-668-94253-3
Green Tea,Coca-Cola,Tea,746,1657,7570,-5913,2023-06-04,Christopher Perkins,Colorado,Robertburgh,41534,0-06-986349-0
Black Tea,Pepsi,Tea,942,6963,2793,4170,2023-02-25,David Mercer,Rhode Island,New Geraldtown,72657,1-5479-6346-8
Beer,Dr. Pepper,Alcoholic,886,4112,4648,-536,2021-02-12,Andrew Martinez,Ohio,North Justinburgh,73175,1-69169-626-9
Vodka,Pepsi,Alcoholic,874,5561,4964,597,2021-09-05,Bridget Griffin,Kansas,Port Michaelfurt,48945,1-5226-5714-2
Beer,Dr. Pepper,Alcoholic,207,4832,7781,-2949,2020-08-06,Miranda Holland,Minnesota,Lake Territown,82567,0-490-83291-1
Black Tea,Dr. Pepper,Tea,319,6642,1387,5255,2020-08-30,Kevin Wilson,Connecticut,North Aprilside,82733,1-282-03560-6
Vodka,Pepsi,Alcoholic,923,3021,7368,-4347,2021-11-12,Juan Morris,New Mexico,East Dawn,02536,1-921323-35-3
Vodka,Dr. Pepper,Alcoholic,978,7662,3350,4312,2021-06-10,Christopher Murillo,Kansas,North Thomasmouth,71107,1-915740-41-X
Herbal Tea,Dr. Pepper,Tea,101,2610,3461,-851,2020-07-11,Dylan Nelson,Arkansas,North Cindystad,73079,0-7706-8544-7
Beer,Coca-Cola,Alcoholic,498,4626,4643,-17,2021-05-11,Anthony Lopez,Hawaii,South Connieborough,54640,0-7642-5910-5
Lemonade,Dr. Pepper,Soft Drink,480,6581,5952,629,2023-07-14,Randy Jensen MD,Maine,Johnsonburgh,12476,1-56706-450-7
Coffee,Coca-Cola,Coffee,540,1697,1144,553,2020-03-14,Kristine Johnson,Kansas,Edwardsborough,19707,0-15-663159-8
Herbal Tea,Dr. Pepper,Tea,580,3723,4464,-741,2021-04-12,Rebecca Martinez,Maryland,Craigfort,07123,1-243-18722-0
Coffee,Dr. Pepper,Coffee,735,6818,1300,5518,2021-02-27,Chase Curry,Wyoming,Kevinhaven,56474,0-507-47436-8
Wine,Dr. Pepper,Alcoholic,918,6537,1316,5221,2020-06-16,Alicia Davidson,Kansas,North Robert,03606,1-924693-25-9
Lemonade,Dr. Pepper,Soft Drink,954,4784,6650,-1866,2022-07-19,Willie Schmidt,Montana,Morganfurt,41914,1-163-39439-4
Energy Drink,Pepsi,Soft Drink,445,5255,7897,-2642,2023-05-24,Donna Hartman,Alabama,New Steven,64321,0-03-196358-7
Coffee,Coca-Cola,Coffee,197,4554,5361,-807,2020-06-15,Tiffany Curtis,Indiana,Jacksonland,29423,0-622-64108-5
Energy Drink,Coca-Cola,Soft Drink,373,7141,3937,3204,2022-06-19,Chase Freeman,North Carolina,Rickeyberg,84321,1-5322-3467-8
Herbal Tea,Dr. Pepper,Tea,744,7374,4156,3218,2020-09-02,William Barnes,South Carolina,Scottview,57452,0-925565-37-7
Coffee,Dr. Pepper,Coffee,538,1548,2947,-1399,2022-02-05,Daniel Baker,Kansas,South Cathy,98298,1-4093-4452-5
Herbal Tea,Dr. Pepper,Tea,143,3839,4078,-239,2020-02-24,Alexander Daniels,Montana,Rivasborough,25183,1-918610-29-0
Energy Drink,Coca-Cola,Soft Drink,196,7649,2579,5070,2023-05-07,Beth Montgomery,Maryland,Kevinborough,96893,0-13-770874-2
Black Tea,Pepsi,Tea,406,6493,2094,4399,2022-07-19,Logan Jimenez,Hawaii,West Kathleen,60465,0-533-97195-0
Cola,Dr. Pepper,Soft Drink,226,1545,1115,430,2020-11-15,Samantha Juarez,Nebraska,Jessicaport,42434,1-85053-603-1
Energy Drink,Dr. Pepper,Soft Drink,876,5903,1376,4527,2022-01-25,Joshua Taylor,Montana,West Shannonview,99656,0-7416-5541-1
Beer,Coca-Cola,Alcoholic,825,2761,1317,1444,2023-01-12,Monique Schultz,Alabama,Contrerasberg,39168,1-5173-7989-X
Vodka,Dr. Pepper,Alcoholic,799,6837,4684,2153,2023-01-26,Rodney Rasmussen,Idaho,Ruizville,47403,1-78769-292-2
Coffee,Coca-Cola,Coffee,101,8179,6199,1980,2023-03-30,Christopher Smith,Mississippi,Lake Connie,59426,1-4313-9641-9
